trip,yyyy,mm,dd,rhtimei,plantID,fam,gen,epi,ssp,spcod,mtime,rhtimef,ltype,scan,nleaf,nlunit,npet,muf,mup,cii,ef,ttype,td,tl,tmu,tv,tdm,ldm,pdm,prob,checkID
8,2017,8,22,1335,132585,Nyctaginaceae,Neea,sp.3.FITO,,NYCT_Neesp3,6841,5506,simple,ok,6,6,6,692,23,1,243,branch,950,92,675,632,336,233,6,,
8,2017,8,22,1335,132589,Boraginaceae,Cordia,nodosa,,BORA_Cornod,3741,2406,simple,ok,5,5,5,714,26,1,175,branch,243,89,48,50,NA,199,4,rgr,yes
8,2017,8,24,1335,132593,Sapotaceae,Pouteria,aff. engleri,,SAPO_Pouaen,6834,5499,simple,ok,4,4,4,612,31,1.25,217,branch,636,90,331,284,176,236,10,,
8,2017,8,22,1335,132596,Violaceae,Rinorea,amapensis,,VIOL_Rinama,6812,5477,simple,ok,7,7,7,299,9,1.5,143,branch,537,92,331,285,178,112,3,,
8,2017,8,22,1335,132602,Melastomataceae,Mouriri,huberi,,MELA_Mouhub,4055,2720,simple,ok,5,5,5,901,18,1,303,branch,543,90,270,242,170,420,8,,ok
8,2017,8,22,1335,132603,Araliaceae,Schefflera,morototoni,,ARAL_Schmor,3854,2519,compound,ok?,1,,1,1283,546,1.5,215,branch,NA,NA,NA,NA,NA,420,210,,ok
8,2017,8,24,1530,132606,Rubiaceae,Kutchubaea,sericantha,,RUBI_Kutser,3324,1794,simple,ok,2,2,2,2824,444,1.25,233,branch,448,73,147,142,61,1219,126,trait,
8,2017,8,22,1335,132607,Lauraceae,Aniba,canelilla,,LAUR_Anican,6854,5519,simple,ok,5,5,5,437,39,1.5,177,branch,421,96,187,165,93,199,13,,
8,2017,8,22,1335,132642,Melastomataceae,Miconia,sp.7.FITO,,MELA_Micsp7,3610,2275,simple,ok,5,5,5,486,24,1,155,branch,317,83,90,75,49,189,7,,ok
8,2017,8,22,1335,132649,Sapindaceae,Allophylus,latifolius,,SAPI_Alllat,4126,2791,compound,ok?,2,,2,222,21,1.25,146,branch,574,97,256,257,142,88,7,,
8,2017,8,22,1335,132651,Chrysobalanaceae,Licania,membranacea,,CHRY_Licmem,6904,5569,simple,ok,5,5,5,340,11,1.25,172,branch,424,101,205,166,126,159,4,rgr,ok
8,2017,8,22,1335,132653,Burseraceae,Protium,unifoliolatum,,BURS_Prouni,6836,5501,simple,ok,5,5,5,322,26,1.25,151,branch,459,100,202,182,121,179,12,,ok
8,2017,8,22,1335,132657,Melastomataceae,Miconia,punctata,,MELA_Micpun,6827,5492,simple,ok,5,5,5,983,66,1.25,190,branch,547,101,292,248,140,398,19,,
8,2017,8,22,1335,132658,Melastomataceae,Miconia,aff. hypoleuca,,MELA_Micaff,3517,2182,simple,ok,5,5,5,538,89,1,234,branch,281,81,65,57,26,252,27,,ok
8,2017,8,22,1335,132660,Sapotaceae,Pouteria,reticulata,ssp. 1 FITO,SAPO_Pouret-1,4114,2779,simple,ok,10,10,10,479,22,1.25,159,branch,495,101,230,207,107,184,7,,
8,2017,8,22,1335,132670,Lauraceae,Licaria,martiniana,,LAUR_Licmar,6830,5495,simple,ok,6,6,6,619,31,1,227,branch,563,93,272,254,148,307,12,trait,ok
8,2017,8,22,1335,132673,Sapotaceae,Micropholis,mensaliforme PP,,SAPO_Micmen,6845,5510,simple,ok,10,10,10,362,14,1.25,200,branch,608,85,273,236,141,160,5,,
8,2017,8,23,1335,132691,Annonaceae,Duguetia,stelechantha,,ANNO_Dugste,4133,2798,simple,ok,5,5,5,461,22,1,158,branch,497,103,246,215,130,240,9,trait,
8,2017,8,22,1335,132698,Sapotaceae,Pouteria,guianensis,,SAPO_Pougui,3921,2586,simple,ok,5,5,5,1225,77,1.5,221,branch,985,98,859,752,536,567,25,,ok
8,2017,8,21,1335,132699,Sapotaceae,Pouteria,stylifera,,SAPO_Pousty,6809,5474,simple,ok,8,8,8,362,15,1.25,132,branch,568,94,310,287,193,167,6,qr;rgr,
8,2017,8,21,1335,132700,Lauraceae,Ocotea,rhynchophylla,,LAUR_Ocorhy,6819,5484,simple,ok,6,6,6,685,53,1,205,branch,438,90,133,128,68,328,18,,ok
8,2017,8,21,1335,132702,Lauraceae,Licaria,martiniana,,LAUR_Licmar,6910,5575,simple,ok,5,5,5,747,40,1.25,214,branch,591,94,298,266,175,390,16,,ok
8,2017,8,21,1335,132705,Moraceae,Naucleopsis,ulei,,MORA_Nauule,4303,2968,simple,ok,4,4,4,1474,69,1.25,212,branch,715,96,428,414,190,669,20,,ok
8,2017,8,21,1335,132717,Lecythidaceae,Eschweilera,pedicellata,,LECY_Escped,4215,2880,simple,ok,5,5,5,429,15,1.75,197,branch,723,96,515,447,294,192,6,,
8,2017,8,21,1335,132727,Goupiaceae,Goupia,glabra,,GOUP_Gougla,3504,2169,simple,ok,10,10,10,384,21,3,133,branch,386,110,141,128,81,173,6,,
8,2017,8,23,1335,132754,Anacardiaceae,Anacardium,parvifolium,,ANAC_Anapar,4259,2924,simple,ok,5,5,5,894,137,1.75,129,branch,518,100,202,219,89,339,33,,
8,2017,8,23,1335,132755,Sapindaceae,Cupania,sp.1/rubiginosa/scrobicula.PFRD,,SAPI_Cupsrs,3726,2391,compound,ok?,0.5,,1,452,248,1.5,194,branch,584,61,218,197,99,218,111,,ok
8,2017,8,23,1335,132756,Anacardiaceae,Anacardium,parvifolium,,ANAC_Anapar,4310,2975,simple,ok,5,5,5,2186,157,1.75,244,branch,674,91,421,378,200,1150,59,,
8,2017,8,22,1335,132767,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,3918,2583,simple,ok,5,5,5,504,16,1.25,170,branch,733,90,437,412,196,221,8,,
8,2017,8,22,1335,132769,Elaeocarpaceae,Sloanea,schomburgkii,,ELAE_Slosch,3453,2118,simple,ok,3,3,3,700,60,1,173,branch,NA,NA,NA,NA,NA,372,29,,
8,2017,8,23,1335,132771,Fabaceae,Swartzia,reticulata,,FABA_Swaret,3830,2495,compound,"ok?, but image 001 was unnamed",1,,1,1209,307,1,204,branch,382,85,133,113,81,479,130,,
8,2017,8,22,1335,132772,Ochnaceae,Ouratea,coccinea,,OCHN_Ourcoc,3916,2581,simple,ok,5,5,5,710,18,1,216,branch,565,81,255,220,162,328,9,,
8,2017,8,23,1335,132773,Rubiaceae,Palicourea,sp.1.FITO,,RUBI_Palsp1,3934,2599,simple,ok,5,5,5,928,23,1,241,branch,494,99,274,260,123,214,5,,
8,2017,8,23,1335,132776,Fabaceae,Swartzia,reticulata,,FABA_Swaret,3847,2512,compound,ok?,0.5,,1,608,346,1,204,branch,406,72,118,108,55,275,170,rgr;arch,
8,2017,8,23,1335,132784,Annonaceae,Duguetia,echinophora,,ANNO_Dugech,3924,2589,simple,ok,6,6,6,257,7,1.25,136,branch,627,100,309,278,168,121,2,,ok
8,2017,8,23,1335,132785,Moraceae,Naucleopsis,caloneura,escabra PP,MORA_Naucal-e,3929,2594,simple,ok,3,3,3,2217,203,1.25,300,branch,830,101,634,602,282,971,52,,ok
8,2017,8,23,1335,132788,Sapotaceae,Pouteria,reticulata,ssp. 1 FITO,SAPO_Pouret-1,4220,2885,simple,ok,5,5,5,1416,47,1,181,branch,518,94,261,229,127,643,16,,
8,2017,8,23,1335,132789,Olacaceae,Minquartia,guianensis,ferruginea MV,OLAC_Mingui-F,4143,2808,simple,ok,5,5,5,744,51,1,167,branch,560,99,304,260,178,348,17,,ok
8,2017,8,23,1335,132790,Lauraceae,Ocotea,cujumary,,LAUR_Ococuj,3836,2501,simple,ok,6,6,6,465,22,1,170,branch,241,82,37,36,20,218,10,,ok
8,2017,8,23,1335,132792,Sapotaceae,Pouteria,escalarinerve PP,,SAPO_Pouesc,4222,2887,simple,ok,5,5,5,410,29,1,166,branch,502,101,276,238,141,152,7,,
8,2017,8,23,1335,132794,Burseraceae,Protium,subserratum,,BURS_Prosub,3756,2421,odd-pinnate,ok?,0.5,,1,323,286,1,134,branch,NA,NA,NA,NA,NA,156,105,,ok
8,2017,8,23,1335,132796,Melastomataceae,Miconia,punctata,,MELA_Micpun,6751,5416,simple,"ok, but image 002 has wrong id (132769)",5,5,5,675,61,1,234,branch,466,91,193,163,106,309,20,,
8,2017,8,23,1335,132800,Lauraceae,Mezilaurus,,,,3945,2610,simple,ok,2,2,2,1223,51,1,175,branch,869,100,618,555,360,656,19,,YES
8,2017,8,23,1335,132808,Lecythidaceae,Eschweilera,romeu-cardosoi,,LECY_Escrom,4107,2772,simple,ok,6,6,6,387,16,1,160,branch,435,92,167,145,96,168,5,,
8,2017,8,23,1335,132809,Nyctaginaceae,Neea,ovalifolia,B PP,NYCT_Neeova,6754,5419,simple,ok,10,10,10,503,14,1.5,199,branch,568,93,311,296,166,167,3,,
8,2017,8,23,1335,132818,Annonaceae,Duguetia,echinophora,,ANNO_Dugech,4225,2890,simple,"ok, but image 002 had wrong id (132919)",5,5,5,259,5,1.25,131,branch,461,96,220,200,117,119,1,,ok
8,2017,8,23,1335,132819,Myrtaceae,Eugenia,pseudopsidium,,MYRT_Eugpse,3950,2615,simple,ok,10,10,10,410,18,1.25,200,branch,318,96,112,94,65,190,6,,
8,2017,8,23,1335,132823,Burseraceae,Protium,pilosissimum,,BURS_Propil,4122,2787,odd-pinnate,ok?,1,,2,236,115,1.25,147,branch,543,90,232,209,127,131,52,,YES
8,2017,8,23,1335,132826,Lauraceae,Endlicheria,sp.2.PP,,LAUR_Endsp2,3556,2221,simple,ok,6,6,6,609,47,1.25,206,branch,336,86,92,87,47,331,18,,
8,2017,8,23,1335,132827,Burseraceae,Protium,aracouchini,,BURS_Proara,4200,2865,odd-pinnate,images missing,2,,2,315,36,1.5,158,branch,576,91,355,309,223,172,14,,
8,2017,8,23,1335,132829,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,4130,2795,simple,ok,5,5,5,619,38,1.5,177,branch,519,103,290,261,146,321,15,,
8,2017,8,23,1335,132831,Sapotaceae,Pouteria,jariensis,,SAPO_Poujar,4117,2782,simple,ok,5,5,5,1287,126,1.25,259,branch,549,88,273,240,147,599,44,,
8,2017,8,23,1335,132844,Sapotaceae,Pouteria,hispida,1,SAPO_Pouhis-1,4139,2804,simple,ok,5,5,5,248,15,1.5,127,branch,387,89,138,120,87,114,5,,yes
8,2017,8,23,1335,132847,Chrysobalanaceae,Licania,heteromorpha,prismatocarpa FITO,CHRY_Lichet-p,4212,2877,simple,ok,5,5,5,742,37,1.5,160,branch,374,91,134,117,67,356,13,,
8,2017,8,23,1335,132848,Sapindaceae,Matayba,inelegans,,SAPI_Matine,4137,2802,compound,ok?,1,,2,243,60,1.25,142,branch,599,89,269,236,147,99,22,,
8,2017,8,23,1335,142502,Lauraceae,Licaria,sp.2.FITO,,LAUR_Licsp2,3620,2285,simple,ok,15,15,15,219,11,1.25,140,branch,369,85,126,112,69,111,4,,YES
8,2017,8,23,1335,142519,Malvaceae,Scleronema,micranthum,,MALV_Sclmic,3911,2576,simple,ok,5,5,5,723,130,1.5,200,branch,615,83,316,292,143,286,39,q,
8,2017,8,23,1335,142522,Annonaceae,Duguetia,stelechantha,,ANNO_Dugste,4228,2893,simple,images missing,5,5,5,1295,72,1.5,190,branch,636,110,398,356,214,672,31,,
8,2017,8,23,1335,142523,Olacaceae,Cathedra,acuminata,,OLAC_Catacu,4308,2973,simple,ok,4,4,4,1416,48,2,397,branch,503,101,293,252,150,555,14,,
8,2017,8,23,1335,142524,Sapotaceae,Pouteria,transparente PP,,SAPO_Poutra,4306,2971,simple,ok,5,5,5,558,29,1.25,151,branch,610,92,323,285,154,254,8,,
7,2017,8,2,1600,210193,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,4330,2730,simple,ok,2,2,2,1835,180,1.5,180,branch,NA,NA,NA,NA,NA,903,65,light;arch,
7,2017,8,2,1630,210443,Burseraceae,Protium,opacum,opacum,BURS_Proopa-o,4329,2699,bipinnated,ok?,2,,2,922,216,1.5,173,branch,570,118,327,287,169,448,92,trait,
7,2017,8,2,1630,210505,Annonaceae,Duguetia,surinamensis,,ANNO_Dugsur,4127,2497,simple,ok,10,10,10,254,6,1,146,branch,456,100,220,195,118,116,0,,YES
7,2017,8,3,1630,210741,Apocynaceae,Tabernaemontana,undulata,,APOC_Tabund,3253,1623,simple,ok,7,7,7,258,9,1.25,254,branch,NA,NA,NA,NA,312,93,3,,ldm e pdm medidos a 22-9-2019 (eram 556 e 19)
7,2017,8,3,1630,210743,Burseraceae,Protium,ferrugineum,,BURS_Profer,3405,1775,odd-pinnate,ok?,2,,2,1343,242,1,132,branch,625,116,342,309,207,698,116,,ok
7,2017,8,5,1630,211101,Chrysobalanaceae,Couepia,longipendula,,CHRY_Coulon,3930,2300,simple,ok,6,6,6,580,32,1,228,branch,NA,NA,NA,NA,NA,247,11,,ok
7,2017,8,5,1630,211103,Sapindaceae,Cupania,sp.1/rubiginosa/scrobicula.PFRD,,SAPI_Cupsrs,3948,2318,compound,ok?,1,,1,1348,544,1.5,201,branch,322,98,110,91,61,607,197,,ok
7,2017,8,2,1600,220012,Annonaceae,Unonopsis,duckei,,ANNO_Unoduc,3818,2218,simple,ok,7,7,7,501,25,1,177,branch,635,97,333,310,180,222,10,,
7,2017,8,2,1600,220020,Lecythidaceae,Eschweilera,pedicellata,,LECY_Escped,3342,1742,simple,ok,7,7,7,250,9,1,164,branch,418,102,154,139,82,109,3,,
7,2017,8,2,1600,220023,Lecythidaceae,Eschweilera,pedicellata,,LECY_Escped,3933,2333,simple,ok,6,6,6,246,4,1.5,160,branch,523,109,261,245,137,89,0,qr,YES
7,2017,8,2,1600,220028,Myrtaceae,Myrcia,paivae,,MYRT_Myrpai,3346,1746,simple,ok,3,3,3,74,0,1,144,branch,304,101,135,155,57,31,0,trait,
7,2017,8,2,1600,220038,Burseraceae,Protium,opacum,opacum,BURS_Proopa-o,3339,1739,odd-pinnate,ok?,2,,2,702,100,1.5,166,branch,521,100,226,226,118,307,36,,
7,2017,8,2,1600,220040,Lecythidaceae,Gustavia,elliptica,,LECY_Gusell,3305,1705,simple,ok,4,4,4,629,27,1,169,branch,438,103,184,160,98,271,11,,
7,2017,8,2,1600,220041,Lecythidaceae,Gustavia,elliptica,,LECY_Gusell,4134,2534,simple,ok,4,4,4,531,13,1,226,branch,474,104,209,180,124,265,6,,YES
7,2017,8,2,1600,220042,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,3354,1754,simple,ok,5,5,5,545,18,1,195,branch,712,100,442,425,210,246,7,,
7,2017,8,2,1600,220044,Siparunaceae,Siparuna,cuspidata,,SIPA_Sipcus,3300,1700,simple,ok,7,7,7,366,19,1,208,branch,345,92,129,113,68,126,5,,
7,2017,8,2,1600,220046,Moraceae,Sorocea,muriculata,muriculata,MORA_Sormur-m,3808,2208,simple,ok,15,15,15,525,17,1,174,branch,487,83,172,163,100,258,5,,yes
7,2017,8,2,1600,220047,Chrysobalanaceae,Hirtella,myrmecophila,,CHRY_Hirmyr,3949,2349,simple,ok,5,5,5,486,20,1.25,171,branch,306,93,94,81,61,252,11,trait,
7,2017,8,2,1600,220048,Chrysobalanaceae,,,,,3425,1825,simple,ok,3,3,3,464,37,1.25,217,branch,271,92,69,59,43,219,14,trait,yes
7,2017,8,2,1600,220052,Anisophylleaceae,Anisophyllea,manausensis,,ANIS_Animan,4245,2645,simple,ok,10,10,10,860,15,1,208,branch,477,103,301,251,173,387,5,light;arch,
7,2017,8,2,1600,220058,Burseraceae,Protium,unifoliolatum,,BURS_Prouni,4123,2523,simple,ok,5,5,5,223,11,1,132,branch,340,105,108,103,63,113,6,,ok
7,2017,8,2,1600,220063,Sapotaceae,Manilkara,,,,4315,2715,simple,ok,5,5,5,1676,119,1,269,branch,625,101,364,352,180,675,35,,yes
7,2017,8,2,1600,220064,Myristicaceae,,,,,3803,2203,simple,ok,5,5,5,1201,66,1,208,branch,451,105,191,165,101,563,20,,yes
7,2017,8,2,1600,220072,Apocynaceae,Tabernaemontana,muricata,,APOC_Tabmur,3829,2229,simple,image 002 missing,3,3,3,1850,94,1.5,248,branch,660,92,324,323,127,662,23,qr,
7,2017,8,2,1600,220076,Annonaceae,Fusaea,longifolia,,ANNO_Fuslon,4242,2642,simple,ok,5,5,5,784,22,1.5,184,branch,492,117,342,221,123,408,9,,
7,2017,8,2,1600,220078,Apocynaceae,Tabernaemontana,muricata,,APOC_Tabmur,3848,2248,simple,ok,5,5,5,1666,72,1.5,268,branch,656,106,440,449,162,590,17,,
7,2017,8,2,1600,220079,Sapotaceae,Pouteria,erythrochrysa,,SAPO_Pouery,3853,2253,simple,ok,5,5,5,552,39,1,171,branch,396,95,156,136,89,284,12,,YES
7,2017,8,2,1600,220082,Siparunaceae,Siparuna,decipiens,,SIPA_Sipdec,3349,1749,simple,ok,5,5,5,1524,92,1.5,312,branch,727,107,473,449,201,428,22,,
7,2017,8,2,1600,220133,Myrtaceae,Eugenia,coffeifolia,,MYRT_Eugcof,3922,2322,simple,ok,5,5,5,234,9,1,226,branch,508,89,209,200,113,106,3,trait,
7,2017,8,2,1600,220137,Lecythidaceae,Eschweilera,coriacea,,LECY_Esccor,4225,2625,simple,image 005 missing,5,5,5,2272,127,1.5,197,branch,557,83,246,224,103,1060,48,rgr,
7,2017,8,2,1600,220138,Sapotaceae,Pouteria,campanulata,,SAPO_Poucam,4305,2705,simple,ok,5,5,5,802,59,1.5,199,branch,458,75,152,156,66,400,18,q,ok
7,2017,8,2,1600,220146,Rubiaceae,Ixora,intensa,,RUBI_Ixoint,4230,2630,simple,ok,5,5,5,1656,66,1.5,264,branch,NA,NA,NA,NA,NA,783,23,light;arch;q,ok
7,2017,8,2,1600,220164,Burseraceae,Protium,hebetatum,,BURS_Proheb,3420,1820,odd-pinnate,ok?,2,,2,960,87,1.25,279,branch,386,92,131,114,72,399,32,trait,YES
7,2017,8,2,1600,220170,Euphorbiaceae,Micrandropsis,scleroxylon,,EUPH_Micscl,3703,2103,simple,ok,5,5,5,890,67,1,160,branch,479,109,218,197,109,397,25,,
7,2017,8,2,1600,220174,Sapotaceae,Pouteria,sp.1.FITO,,SAPO_Pousp1,3700,2100,simple,ok,5,5,5,1221,135,1,148,branch,332,92,96,87,39,447,42,,
7,2017,8,2,1600,220176,Burseraceae,Protium,hebetatum,,BURS_Proheb,3712,2112,odd-pinnate,ok?,0.5,,1,672,603,1,174,branch,601,115,365,353,198,383,263,,
7,2017,8,2,1600,220177,,,,,,3708,2108,simple,ok,5,5,5,465,17,1,182,branch,312,106,108,94,58,210,5,,yes
7,2017,8,2,1600,220178,Moraceae,Sorocea,muriculata,muriculata,MORA_Sormur-m,3650,2050,simple,ok,15,15,15,527,19,1,163,branch,570,93,267,251,159,265,7,,yes
7,2017,8,2,1600,220184,Sapotaceae,Pouteria,ericoides,,SAPO_Poueri,3726,2126,simple,ok,5,5,5,375,29,1.5,239,branch,401,104,163,141,90,153,8,qr;rgr,
7,2017,8,2,1600,220193,Burseraceae,Protium,trifoliolatum,,BURS_Protri,4120,2520,odd-pinnate,ok?,1,,2,500,108,1.5,149,branch,413,100,147,143,77,250,45,,ok
7,2017,8,2,1600,220195,Myristicaceae,Virola,michelii,,MYRI_Virmic,3449,1849,simple,ok,5,5,5,453,22,1.5,123,branch,405,102,127,143,48,179,4,,
7,2017,8,2,1600,220196,Sapotaceae,Pouteria,vernicosa,Forma B PP,SAPO_Pouver,4205,2605,simple,ok,6,6,6,839,45,1.5,340,branch,348,90,117,106,65,406,18,,
7,2017,8,2,1600,220200,Sapotaceae,,,,,4147,2547,simple,ok,8,8,8,1694,118,1.5,269,branch,375,93,145,138,86,866,44,,yes
7,2017,8,2,1600,220212,Sapotaceae,Pouteria,anomala,,SAPO_Pouano,3335,1735,simple,ok,10,10,10,596,19,1,141,branch,434,94,152,134,98,337,8,,
7,2017,8,2,1600,220213,Fabaceae,Sclerolobium,melinonii,,FABA_Sclmen,3312,1712,even-pinnate,ok?,1,,2,339,164,1.5,110,branch,662,101,462,405,265,154,79,light,ok
7,2017,8,2,1600,220214,Fabaceae,Inga,sp.27.FITO,,FABA_Ings27,3404,1804,even-pinnate,ok?,3,,3,790,48,1,154,branch,466,107,214,213,118,288,16,qr,
7,2017,8,2,1600,220218,Meliaceae,Trichilia,areolata,,MELI_Triare,4323,2723,simple,ok,5,5,5,872,63,1,207,branch,528,93,236,217,140,356,23,,ok
7,2017,8,2,1600,220220,Lecythidaceae,Eschweilera,pedicellata,,LECY_Escped,4139,2539,simple,ok,5,5,5,644,19,1,191,branch,820,100,609,541,335,295,7,,
7,2017,8,2,1600,220226,Quiinaceae,Quiina,amazonica,,QUII_Quiama,3324,1724,simple,ok,10,10,10,828,33,1,201,branch,572,101,270,234,159,440,16,,
7,2017,8,2,1600,220231,Annonaceae,Fusaea,longifolia,,ANNO_Fuslon,3735,2135,simple,ok,5,5,5,480,16,1,168,branch,332,104,119,105,56,239,6,,
7,2017,8,2,1600,220285,Sapindaceae,Talisia,sp.6.FITO,,SAPI_Talsp6,3729,2129,compound,ok?,1,,1,565,182,1.5,159,branch,NA,NA,NA,NA,NA,325,111,arch;light,ok
7,2017,8,2,1600,220286,Lecythidaceae,Eschweilera,grandiflora,,LECY_Escgra,4235,2635,simple,ok,5,5,5,1147,70,1.5,226,branch,577,104,346,317,150,512,24,trait,
7,2017,8,2,1600,220288,Sapotaceae,Pouteria,filipes,,SAPO_Poufil,3655,2055,simple,ok,5,5,5,917,46,1.5,209,branch,465,87,170,156,102,426,18,,
7,2017,8,2,1600,220291,Myrtaceae,Eugenia,coffeifolia,,MYRT_Eugcof,3857,2257,simple,ok,10,10,10,352,12,1.5,206,branch,409,100,163,149,92,149,4,rgr,
7,2017,8,2,1600,220295,Fabaceae,Sclerolobium,large.foliaceous.stipules.FITO,,FABA_Scllar,3716,2116,even-pinnate,ok?,0.5,,1,512,489,1,164,branch,NA,NA,NA,NA,NA,291,275,qr;rgr,ok
7,2017,8,2,1600,220296,Sapotaceae,Pouteria,erythrochrysa,,SAPO_Pouery,3434,1834,simple,ok,7,7,7,607,38,1.5,160,branch,788,106,667,575,391,324,15,,
7,2017,8,2,1600,220297,Burseraceae,Protium,hebetatum,,BURS_Proheb,3746,2146,odd-pinnate,ok?,1,,1,468,140,1.5,177,branch,1010,106,799,717,406,257,59,,
7,2017,8,2,1600,220298,Lauraceae,Licaria,cannella,cannella,LAUR_Liccan,4126,2526,simple,ok,5,5,5,550,48,1,262,branch,435,100,174,163,83,260,16,trait,ok
7,2017,8,2,1600,220299,Moraceae,,,,,3906,2306,simple,ok,11,11,11,403,12,1.5,190,branch,NA,NA,NA,NA,NA,186,4,,yes
7,2017,8,2,1600,220304,Elaeocarpaceae,Sloanea,schomburgkii,,ELAE_Slosch,3903,2303,simple,ok,7,7,7,971,75,1.5,245,branch,853,102,543,462,337,470,34,,
7,2017,8,2,1600,220306,Fabaceae,Bocoa,viridiflora,,FABA_Bocvir,3815,2215,compound,ok?,1,,1,507,78,1,212,branch,789,94,564,492,375,277,41,,ok
7,2017,8,2,1600,220307,Sapotaceae,Manilkara,bidentata,,SAPO_Manbid,3837,2237,simple,ok,5,5,5,2482,227,1.25,302,branch,748,91,450,414,259,1092,78,,YES
7,2017,8,2,1600,220311,Dichapetalaceae,Tapura,guianensis,,DICH_Tapgui,4332,2732,simple,ok,5,5,5,1052,41,1,360,branch,536,104,277,274,139,429,13,,
7,2017,8,2,1600,220315,Myrtaceae,Eugenia,sp.3.PFRD,,MYRT_Eugsp3,3445,1845,simple,ok,6,6,6,576,18,1,249,branch,448,93,172,160,90,180,5,,
7,2017,8,2,1600,220321,Sapotaceae,,,,,3748,2148,simple,ok,3,3,3,1070,132,1.5,215,branch,718,106,497,470,223,402,35,,yes
7,2017,8,2,1630,220323,Myrtaceae,Eugenia,cupulata,,MYRT_Eugcup,3510,1880,simple,ok,5,5,5,1418,94,2,202,branch,540,92,233,222,98,724,36,qr,
7,2017,8,2,1600,220326,Annonaceae,Guatteria,sp.1.PFRD,,ANNO_Guasp1,3414,1814,simple,ok,6,6,6,670,27,2,197,branch,507,92,159,165,60,257,9,qr;arch,
7,2017,8,2,1600,220332,Chrysobalanaceae,Licania,sp.1.FITO,,CHRY_Licsp1,4312,2712,simple,ok,5,5,5,1144,65,1.5,192,branch,579,103,251,220,137,552,24,,ok
7,2017,8,2,1600,220334,Fabaceae,Zygia,juruana,,FABA_Zygjur,4214,2614,geminate-pinnate,ok?,1,,1,859,149,1.25,183,branch,356,105,137,123,82,415,67,,
7,2017,8,2,1600,220335,Annonaceae,,,,,3835,2235,simple,image 001 missing,3,3,3,972,41,1,240,branch,604,100,302,309,120,453,14,,yes
7,2017,8,2,1600,220339,Opiliaceae,Agonandra,silvatica,,OPIL_Agosil,3456,1856,simple,ok,8,8,8,496,6,1,186,branch,188,94,37,31,20,126,0,,
7,2017,8,2,1630,220340,Malvaceae,Theobroma,sylvestre,,MALV_Thesyl,4305,2675,simple,ok,5,5,5,1685,104,1.5,209,branch,NA,NA,NA,NA,NA,708,26,,
7,2017,8,2,1600,220342,Chrysobalanaceae,Couepia,longipendula,,CHRY_Coulon,3440,1840,simple,ok,7,7,7,675,37,1,189,branch,528,93,288,239,193,304,15,,ok
7,2017,8,2,1600,220344,Sapotaceae,Micropholis,guyanensis,guyanensis,SAPO_Micguy-g,3318,1718,simple,ok,8,8,8,333,13,1,238,branch,368,93,138,127,81,162,6,,ok
7,2017,8,2,1600,220345,Elaeocarpaceae,Sloanea,guianensis,,ELAE_Slogui,3738,2138,simple,image 003 missing,4,4,4,630,30,1,181,branch,432,102,195,176,96,329,13,,
7,2017,8,2,1600,220351,Dichapetalaceae,Tapura,guianensis,,DICH_Tapgui,4254,2654,simple,ok,5,5,5,962,50,1.5,385,branch,643,87,290,292,153,365,16,,
7,2017,8,2,1600,220357,Chrysobalanaceae,Couepia,guianensis,guianensis,CHRY_Cougui,4129,2529,simple,ok,5,5,5,792,36,1,196,branch,457,101,191,167,102,316,10,,ok
7,2017,8,2,1600,220358,Fabaceae,Inga,stipularis,,FABA_Ingstp,3945,2345,even-pinnate,"ok?, but image 3 had wrong id (202358)",1,,2,1048,261,1,271,branch,576,94,243,244,131,403,100,,
7,2017,8,2,1600,220371,Lauraceae,Aniba,canelilla,,LAUR_Anican,3941,2341,simple,ok,9,9,9,703,33,1,188,branch,276,95,74,69,31,305,12,,
7,2017,8,2,1600,220372,Sapotaceae,Pouteria,campanulata,,SAPO_Poucam,3503,1903,simple,ok,4,4,4,772,70,1,213,branch,671,89,386,353,186,355,22,,ok
7,2017,8,2,1600,220382,Rubiaceae,Palicourea,amapaensis,,RUBI_Palama,3914,2314,simple,ok,10,10,10,742,42,1.5,161,branch,815,93,437,475,172,258,9,qr,
7,2017,8,2,1600,220386,Lecythidaceae,Eschweilera,coriacea,,LECY_Esccor,3824,2224,simple,ok,4,4,4,916,49,1,231,branch,485,107,241,226,87,381,17,rgr,
7,2017,8,2,1600,220388,Sapindaceae,Talisia,mollis,,SAPI_Talmol,4200,2600,compound,ok?,2,,2,648,329,1.5,227,branch,NA,NA,NA,NA,NA,365,147,,ok
7,2017,8,2,1600,220393,Chrysobalanaceae,Hirtella,myrmecophila,,CHRY_Hirmyr,3720,2120,simple,ok,5,5,5,466,24,1.5,139,branch,330,89,85,72,49,226,8,qr;rgr,
7,2017,8,2,1600,220394,Apocynaceae,Tabernaemontana,muricata,,APOC_Tabmur,3500,1900,simple,ok,2,2,2,1034,41,1,245,branch,611,101,384,408,131,343,10,,
7,2017,8,2,1600,220405,,,,,,3928,2328,simple,ok,2,2,2,1642,178,1,223,branch,NA,NA,NA,NA,NA,650,49,qr,yes
