trip,dd,mm,yyyy,plantID,cii,tnlc,bang,btype,lblade,phylotax,phylotax2,growth-leaves,growth-branches,d10,d10h,dbh,dbhh,d1b,s1bh,sh,cmax,cmean,cmin,cd1,cd2,rhf,nl,np,lhm,phm,ef,rhs,td,tl,tv,thm,ldm,pdm,ttype,tdm,QC1,scan
7,3,8,2017,220710,1.5,26,60,vertical,odd-pinnate,alternate,spiral,c?,???,1955,10,1501,-10,1242,999,210,248,173,132,89,44,3730,1,1,861,259,128,1630,NA,NA,NA,NA,452,132,NA,NA,YES,ok
7,3,8,2017,220513,1.5,79,45,vertical,simple,alternate,distic,r,r?,1921,10,1061,-10,852,999,110,127,95,11,62,146,4210,5,5,1079,75,206,1630,501,85,164,186,466,24,NA,97,Q,ok
7,3,8,2017,220507,1,90,30,horizontal,simple,alternate,distic,r,???,2462,10,1743,-10,935,999,177,190,149,98,88,87,3750,5,5,757,27,200,1630,452,83,167,189,307,8,NA,105,Q,ok
7,3,8,2017,220510,1.5,47,45,vertical,simple,opposite,distic,r,r,2352,20,1836,-10,1663,999,313,375,299,237,33,120,4310,5,5,798,43,164,1630,588,101,284,335,386,14,NA,170,YES,ok
7,3,8,2017,220508,1,67.5,45;60,vertical,simple,alternate,spiral,r,???,1737,10,1394,-10,1277,999,170,210,198,163,116,132,4325,3,3,462,41,175,1630,560,99,244,278,231,15,NA,150,YES,ok
7,3,8,2017,220566,1.25,24,NA,without,simple,alternate,spiral,?,???,3014,10,2380,-10,2324,999,426,445,439,408,122,146,3757,1,1,1592,140,211,1630,NA,NA,NA,NA,774,52,NA,NA,YES,ok
7,3,8,2017,220568,1.25,60,?,both,even-pinnate,alternate,in between,r,???,2155,10,1605,-10,1298,-75,65,145,106,26,184,148,4115,2,2,948,102,228,1630,610,100,278,292,288,28,NA,150,YES,ok
7,3,8,2017,220658,1,NA,30,horizontal,simple,alternate,distic,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3440,5,5,347,14,166,1630,433,98,146,154,151,5,NA,71,NO,"ok, but image had wrong id (220656)"
7,3,8,2017,220657,1,153,0;30,horizontal,simple,alternate,distic,r,r,1618,50,1289,-10,956,999,101,112,98,67,197,121,4023,5,5,449,9,163,1630,402,100,123,137,168,2,NA,68,YES,ok
7,3,8,2017,220656,1,180,45,vertical,simple,opposite,distic,r,???,2306,50,1776,-10,1672,999,209,221,141,103,182,165,4025,5,5,802,36,218,1630,380,100,123,137,342,13,NA,73,YES,ok
7,3,8,2017,220677,1.5,126,45;60,vertical,even-pinnate,alternate,spiral,r,???,3019,10,2832,-10,2738,999,287,362,280,254,159,197,3330,1.5,3,531,154,214,1630,743,101,461,472,201,58,NA,234,YES,ok
7,3,8,2017,230555,1.75,99,30,horizontal,simple,opposite,spiral,r,r?,1812,50,2225,-10,1953,999,241,318,260,62,204,141,4241,3,3,2406,176,273,1630,660,110,434,485,993,55,NA,219,YES,ok
7,3,8,2017,230554,1.75,105,30,horizontal,simple,alternate,distic,r,r,1643,50,1233,-10,1019,999,140,155,115,32,139,105,4335,4,4,456,19,229,1630,386,113,150,162,220,8,NA,86,YES,ok
7,3,8,2017,210743,1,33,60,vertical,odd-pinnate,alternate,spiral,r,???,1901,10,1484,-10,1169,999,202,221,100,-84,107,77,3405,2,2,1343,242,132,1630,625,116,309,342,698,116,NA,207,YES,ok
7,3,8,2017,210741,1.25,NA,45,vertical,simple,opposite,distic,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3253,7,7,258,9,254,1630,NA,NA,NA,NA,556,19,NA,312,NO,ok
7,3,8,2017,220561,1.25,NA,45,vertical,simple,alternate,spiral,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3900,5,5,788,40,217,1630,485,110,220,248,294,12,NA,123,NO,ok
7,3,8,2017,220582,1.25,15,NA,without,compound,alternate,spiral,r,???,2264,10,2088,-10,2019,999,349,379,350,306,151,105,3940,1,1,822,415,163,1630,NA,NA,NA,NA,390,159,NA,NA,YES,ok
7,3,8,2017,220578,1,41,0,horizontal,simple,alternate,distic,r,r?,1931,10,1496,-10,1290,999,207,217,182,124,60,98,4145,3,3,819,31,321,1630,544,111,304,330,326,8,NA,152,YES,ok
7,3,8,2017,220574,1,NA,30,horizontal,simple,alternate,distic,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4423,7,7,497,19,139,1630,653,94,310,365,258,6,NA,211,NO,ok
7,3,8,2017,220576,1,NA,?,?,odd-pinnate,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400,1,1,484,142,153,1630,NA,NA,NA,NA,218,51,NA,NA,NO,ok
7,3,8,2017,220609,1,512,60,down-arched,simple,alternate,distic,r,???,3093,10,2611,-10,2200,999,307,358,257,37,281,181,4137,5,5,379,20,144,1630,429,107,170,199,176,6,NA,112,NO,ok
7,3,8,2017,220596,1,88,0,horizontal,simple,alternate,distic,r,???,1895,10,1332,-10,1259,57,57,104,58,-10,128,65,3457,5,5,432,29,195,1630,424,102,154,170,197,8,NA,69,Q,ok
7,3,8,2017,220560,1.25,NA,30,horizontal,simple,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3935,5,5,304,25,149,1630,364,100,114,130,130,6,NA,59,NO,ok
7,3,8,2017,220604,1,NA,0,horizontal,simple,alternate,distic,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4142,5,5,267,7,188,1630,474,86,184,212,140,2,NA,131,NO,ok
7,3,8,2017,220605,1,504,0,horizontal,simple,alternate,distic,r,r?,2957,10,2722,-10,2463,999,358,406,344,199,154,83,3321,6,6,426,12,181,1630,702,99,402,454,193,4,NA,240,YES,ok
7,5,8,2017,220777,1.25,NA,45,logarithmic,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4443,5,5,563,48,208,1630,413,100,160,186,275,18,NA,101,NO,ok
7,5,8,2017,220789,1,42,30;45,up-arched,simple,alternate,spiral,r,???,2282,10,1901,-10,1667,999,86,149,99,71,214,61,4439,3,3,1545,206,261,1630,559,109,333,367,686,64,NA,183,YES,ok
7,5,8,2017,220779,1.75,234,45,vertical,even-pinnate,alternate,in between,r,???,4280,20,3928,-10,2799,999,342,405,313,236,190,183,3215,5,5,428,64,210,1630,434,104,186,209,154,19,NA,111,Q,ok
7,5,8,2017,220778,1.5,65,0;30,horizontal,odd-pinnate,alternate,in between,r,???,3179,10,2654,-10,2429,999,360,489,357,208,155,147,4257,1,2,693,169,150,1630,401,110,162,177,276,67,NA,81,YES,ok
7,5,8,2017,220782,1.5,200,0,horizontal,simple,alternate,distic,r,???,1348,50,1097,-10,708,999,161,180,144,102,56,68,3237,20,20,214,5,165,1630,314,90,88,101,122,2,NA,55,YES,ok
7,5,8,2017,220946,1,51,0,horizontal,simple,alternate,distic,r,r?,1801,10,1134,-10,692,999,80,86,67,32,91,81,4225,4,4,653,20,299,1630,437,104,195,208,210,6,NA,96,?,ok
7,5,8,2017,220931,1,200,0;30,horizontal,simple,alternate,spiral,r,???,3761,10,3012,-10,2360,999,308,363,242,124,134,134,3505,8,8,878,56,105,1630,605,108,323,348,382,16,NA,201,Q,ok
7,5,8,2017,220950,1.25,40,30;45,vertical,simple,alternate,distic,r,???,1624,30,1294,-10,1145,999,140,186,135,88,142,173,4231,5,5,1128,101,181,1630,597,105,320,369,538,36,NA,217,YES,ok
7,5,8,2017,220919,1.5,21,45;60,vertical,odd-pinnate,alternate,spiral,r,???,2352,20,1977,-10,1574,999,229,245,211,32,102,95,3805,1,1,407,89,146,1630,757,99,450,496,210,36,NA,259,YES,ok
7,5,8,2017,220916,1.5,315,30,horizontal,simple,opposite,distic,?,???,2130,10,1880,-10,1630,999,170,203,178,114,168,116,3817,10,10,289,8,140,1630,495,98,209,231,150,4,NA,117,YES,ok
7,5,8,2017,220914,1.5,144,0,exponential,simple,alternate,distic,r,r,2645,10,1558,-10,979,999,166,172,102,-36,187,173,4215,5,5,1088,40,231,1630,576,114,292,307,485,12,NA,153,YES,ok
7,5,8,2017,230740,1,NA,0,horizontal,simple,alternate,distic,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3434,3,3,1453,70,168,1630,373,101,115,107,618,26,NA,48,NO,ok
7,5,8,2017,220940,1,30,0;30;45,both,odd-pinnate,alternate,spiral,r,r?,1913,50,1687,-10,1417,999,237,253,229,177,140,107,4248,2,2,469,80,158,1630,516,111,239,272,237,33,NA,147,YES,ok
7,5,8,2017,220938,1,19.5,?,?,even-pinnate,alternate,distic,r,???,1652,10,1293,-10,758,999,88,116,81,34,120,75,3502,1,2,586,143,202,1630,485,100,214,226,199,44,NA,107,YES,ok
7,5,8,2017,220942,1,13.5,NA,without,compound,alternate,spiral,r,???,2249,20,1720,-10,1091,999,184,214,191,163,115,98,3528,1,1,1087,387,192,1630,NA,NA,NA,NA,590,215,NA,NA,Q,ok
7,5,8,2017,220944,1,77.5,30,horizontal,simple,alternate,spiral,r,???,2052,10,1371,-10,1120,45,60,106,75,30,151,115,4253,5,5,878,45,208,1630,546,108,300,335,333,17,NA,170,YES,image 001 missing
7,5,8,2017,220941,1,2.5,NA,without,odd-pinnate,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3531,0.5,1,527,348,110,1630,NA,NA,NA,NA,281,163,NA,NA,NO,ok
7,5,8,2017,220920,1,224,45;60,down-arched,simple,alternate,distic,r,???,1927,10,1354,-10,960,999,153,190,155,16,112,60,3823,10,10,362,8,128,1630,458,78,146,169,166,2,NA,88,YES,ok
7,5,8,2017,220872,1.5,9,NA,without,compound,alternate,spiral,?,???,2516,50,2291,-10,2037,999,580,607,590,579,95,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA
7,5,8,2017,220878,1,299,45,vertical,simple,opposite,cruzada,r,???,2090,50,1771,-10,1510,999,110,139,105,53,169,113,4219,9,9,668,43,169,1630,563,107,301,338,230,12,NA,140,NO,ok
7,5,8,2017,220871,1,NA,?,?,compound,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3415,1,1,740,121,149,1630,NA,NA,NA,NA,358,56,NA,NA,NO,ok
7,5,8,2017,220861,1.25,150,0,horizontal,simple,alternate,distic,r,r,2333,10,1605,-10,1290,999,208,229,164,88,130,152,3835,5,5,327,10,147,1630,338,98,86,106,100,3,NA,47,YES,ok
7,5,8,2017,220923,1,240,0;30,horizontal,simple,alternate,distic,r,???,3073,50,2719,-10,2422,999,438,465,195,-50,192,103,3815,5,5,906,47,127,1630,509,113,339,278,473,18,NA,158,YES,ok
7,5,8,2017,220880,1,60,30,down-arched,simple,alternate,in between,?,r,2263,20,2161,-10,1780,999,257,308,249,166,158,NA,4236,3,3,1424,226,226,1630,615,110,333,382,668,79,NA,209,NO,"ok, but image had wrong id (220800)"
7,5,8,2017,220889,1.75,4,NA,without,compound,alternate,spiral,r,???,1467,10,976,-10,796,69,69,102,89,68,101,77,3957,1,1,1391,682,202,1630,NA,NA,NA,NA,566,207,NA,NA,YES,ok
7,5,8,2017,220886,1.5,71.5,0,horizontal,simple,alternate,distic,r,r,3054,10,2078,-10,1898,999,251,258,255,213,150,126,4150,5,5,849,64,204,1630,410,103,166,160,370,17,NA,67,YES,ok
7,5,8,2017,220763,1,289,0;30,logarithmic,simple,alternate,distic,r,???,2251,10,1382,-10,936,999,176,181,118,30,87,145,3314,5,5,244,8,124,1630,416,99,141,166,103,2,NA,93,YES,ok
7,5,8,2017,220762,1.25,200,0,horizontal,simple,alternate,distic,r,r?,3221,10,2108,-10,1440,999,206,222,123,50,169,203,4155,5,5,737,16,219,1630,642,117,358,422,350,8,NA,249,YES,ok
7,5,8,2017,220712,1.25,NA,0,horizontal,simple,alternate,distic,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4410,5,5,1348,65,261,1630,549,111,297,327,653,27,NA,176,NO,ok
7,5,8,2017,220734,1,26,30,horizontal,simple,alternate,distic,r,???,2119,10,1386,-10,708,999,79,126,70,18,91,32,3319,3,3,627,32,171,1630,522,94,235,264,277,11,NA,112,YES,ok
7,5,8,2017,220736,1,75,30,horizontal,simple,alternate,distic,r,???,3111,10,2375,-10,2065,999,290,370,274,140,94,148,3847,5,5,1123,94,179,1630,791,99,527,585,533,37,NA,306,YES,ok
7,5,8,2017,220738,1,200,0,horizontal,simple,alternate,distic,r,r?,1757,50,1271,-10,1177,999,206,216,173,131,129,87,4429,8,8,455,13,162,1630,389,108,137,155,249,4,NA,84,YES,"ok, but image 002 had wrong id (220378)"
7,5,8,2017,220741,1,273,0,horizontal,simple,alternate,distic,r,r?,2960,70,2583,-10,2458,999,399,414,273,160,224,138,4436,5,5,1123,42,239,1630,730,105,495,545,88,0,NA,NA,YES,ok
7,5,8,2017,220739,1,NA,?,?,simple,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3340,2,2,426,35,154,1630,NA,NA,NA,NA,215,13,NA,NA,NO,ok
7,5,8,2017,220812,1.5,259,0,horizontal,simple,alternate,distic,r,r,2938,10,1975,-10,1641,999,283,287,223,147,144,109,4416,10,10,671,26,159,1630,426,110,171,202,320,11,NA,112,YES,ok
7,5,8,2017,211101,1,NA,60,down-arched,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3930,6,6,580,32,228,1630,NA,NA,NA,NA,247,11,NA,NA,NO,ok
7,5,8,2017,211103,1.5,26,60,vertical,compound,alternate,spiral,r,???,2414,70,2315,-10,2152,999,336,392,306,284,150,115,3948,1,1,1348,544,201,1630,322,98,91,110,607,197,NA,61,YES,ok
7,5,8,2017,220720,1,189,0,s-shaped,simple,alternate,spiral,r,???,1876,10,1377,-10,1057,999,156,166,98,47,119,119,4039,10,10,236,12,175,1630,526,102,246,265,100,5,NA,142,YES,ok
7,5,8,2017,220721,1.5,60,0,horizontal,simple,alternate,distic,r,r?,2923,10,2502,-10,2367,999,366,392,311,246,259,194,4200,3,3,2269,192,326,1630,1040,110,932,970,940,49,NA,430,YES,ok
7,5,8,2017,220727,3,54,60,vertical,simple,alternate,spiral,r,???,2870,10,2160,-10,2027,999,246,354,318,267,88,108,3800,2,2,1731,193,194,1630,NA,NA,NA,NA,825,61,NA,NA,YES,ok
7,5,8,2017,220533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310,4,4,459,35,147,1630,379,105,128,147,238,15,NA,71,NO,ok
7,5,8,2017,220535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,5,5,372,11,222,1630,484,96,182,188,170,5,NA,118,NO,ok
8,17,8,2017,111536,1,16,30,exponential,even-pinnate,alternate,spiral,r,???,2428,10,2017,-10,1978,999,93,334,315,298,194,169,11404,0.5,1,865,564,181,1315,NA,NA,NA,NA,438,272,NA,NA,YES,ok
8,17,8,2017,111538,1,195,45,vertical,simple,opposite,distic,c?,r,2509,10,2130,-10,1840,999,321,363,244,86,190,182,11226,5,5,1277,26,326,1315,456,106,194,225,623,11,NA,138,YES,ok
8,17,8,2017,111539,1,112,0,horizontal,simple,alternate,in between,r,???,2130,10,2077,-10,1957,999,316,364,282,224,174,122,10743,5,5,574,25,203,1315,458,96,175,182,257,8,NA,98,YES,ok
8,17,8,2017,111525,1,68,30,horizontal,simple,alternate,distic,r,???,1904,10,1606,-10,1474,999,285,332,265,141,38,214,11543,3,3,928,66,181,1315,504,100,254,278,486,29,NA,132,YES,ok
8,17,8,2017,111523,1,NA,30,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10607,6,6,319,8,161,1315,387,97,147,168,151,3,NA,96,NO,ok
8,17,8,2017,111599,1.5,30,60,vertical,compound,alternate,spiral,?,???,2854,10,2244,-10,1907,999,320,349,315,190,171,138,10627,1,2,681,301,208,1315,436,93,157,174,225,103,NA,69,YES,ok
8,17,8,2017,111598,1,42,45,vertical,simple,opposite,cruzada,c?,???,2742,20,1778,-10,1597,15,27,111,79,20,68,86,11609,5,5,1736,127,333,1315,805,94,491,553,424,25,NA,244,YES,ok
8,17,8,2017,111653,1.25,NA,45,vertical,even-pinnate,alternate,in between,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9347,1,1,566,129,169,1315,431,104,190,210,211,43,NA,87,NO,ok
8,17,8,2017,111656,1.5,234,0;30,horizontal,odd-pinnate,alternate,in between,r,???,3430,10,2905,-10,2682,999,304,367,195,-36,218,270,11247,2,2,628,73,163,1315,486,118,275,304,274,25,NA,162,YES,ok
8,17,8,2017,111660,1,NA,60,vertical,simple,opposite,cruzada,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10700,5,5,581,78,228,1315,478,105,195,224,222,22,NA,93,NO,ok
8,17,8,2017,111662,1.25,400,45,vertical,simple,opposite,distic,r,r,2101,10,1514,-10,1406,999,324,347,305,162,121,128,9325,10,10,593,30,219,1315,330,96,98,114,244,9,NA,55,YES,ok
8,17,8,2017,111663,1.5,112,45,vertical,odd-pinnate,alternate,in between,r,r,1734,30,1571,-10,1373,999,268,335,261,198,110,80,10712,1.5,3,253,59,162,1315,447,97,165,177,143,25,NA,93,YES,ok
8,17,8,2017,111667,1.25,114,0;30;45,horizontal,odd-pinnate,alternate,in between,r,r?,2158,10,2633,-10,2191,999,424,466,337,217,145,246,10707,1,2,241,81,190,1315,357,109,121,134,122,34,NA,70,YES,ok
8,17,8,2017,111666,1.25,25,NA,without,simple,alternate,spiral,?,???,2284,10,1774,-10,1560,999,259,309,240,142,147,140,11424,1,1,1858,195,213,1315,NA,NA,NA,NA,844,67,NA,NA,YES,ok
8,17,8,2017,111613,1,130,45,down-arched,simple,alternate,distic,r,r,2282,15,1468,-10,1130,999,169,202,130,22,91,163,9332,5,5,1214,88,315,1315,432,106,197,197,618,31,NA,91,YES,ok
8,17,8,2017,111617,1,84,30,horizontal,simple,opposite,cruzada,r,r,1704,10,1171,-10,718,999,111,142,87,25,77,113,11431,5,5,876,54,228,1315,437,104,164,193,289,12,NA,97,Q,ok
8,17,8,2017,111615,2,138,45,vertical,simple,opposite,cruzada,?,r,2754,10,2166,-10,2075,999,366,384,351,284,206,197,11428,5,5,944,44,219,1315,516,105,208,248,424,15,NA,126,YES,ok
8,17,8,2017,111641,2,NA,30;45,vertical,simple,opposite,cruzada,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11558,5,5,1350,88,264,1315,747,91,386,425,360,20,NA,164,NO,ok
8,17,8,2017,111630,1.25,NA,45,vertical,simple,opposite,cruzada,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9240,6,6,741,17,300,1315,421,103,204,222,172,4,NA,76,NO,ok
8,17,8,2017,111655,1.5,190,0;30,horizontal,simple,alternate,distic,r,r?,2151,10,1968,-10,1504,999,206,279,212,169,177,149,9245,5,5,297,3,169,1315,311,92,72,89,154,2,NA,53,YES,ok
8,17,8,2017,111651,1.5,561,60,vertical,simple,opposite,cruzada,c?,???,2623,20,2091,-10,1253,999,114,236,170,98,192,157,11435,10,10,371,30,138,1315,355.5,111,144,168,151,10,NA,78,YES,ok
8,17,8,2017,111566,1,161,0,horizontal,simple,opposite,distic,r,r,2895,10,2340,-10,2106,999,298,320,261,208,161,175,3403,5,5,1692,141,204,1315,530,97,222,254,835,53,NA,124,Q,ok
8,17,8,2017,111510,1.5,10,45,vertical,even-pinnate,alternate,in between,r?,???,2774,55,2302,-10,2124,999,186,256,234,210,157,227,10640,0.5,1,1069,518,206,1315,NA,NA,NA,NA,480,163,NA,NA,YES,ok
8,17,8,2017,111508,1,6.5,NA,without,even-pinnate,alternate,spiral,?,???,1740,10,1210,-10,1038,999,119,131,121,100,68,136,9210,1,1,756,265,183,1315,NA,NA,NA,NA,234,81,NA,NA,YES,ok
8,17,8,2017,111514,1,NA,0,horizontal,simple,alternate,distic,r,c?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9320,6,6,385,9,174,1315,443,100,156,185,164,4,NA,106,NO,ok
8,17,8,2017,111518,1,171,45,vertical,simple,alternate,spiral,r,r?,2524,10,1963,-10,1477,999,201,228,152,65,123,170,11233,5,5,751,31,207,1315,466,94,172,193,306,12,NA,104,YES,ok
8,17,8,2017,111517,1,11,30,horizontal,compound,alternate,spiral,r,???,2230,20,1753,-10,1451,999,310,340,306,248,152,62,10636,0.5,1,600,295,162,1315,NA,NA,NA,NA,224,117,NA,NA,YES,ok
8,17,8,2017,111534,1,98,30,up-arched,simple,verticilada,cruzada,r,r,1626,10,1377,-10,879,999,118,144,88,64,94,132,9152,5,5,343,23,161,1315,545,95,270,303,157,7,NA,131,Q,ok
8,17,8,2017,111540,1.25,19,NA,without,simple,alternate,spiral,?,???,3621,10,2829,-10,2668,999,354,405,358,326,126,127,10754,1,1,1534,117,312,1315,NA,NA,NA,NA,621,36,NA,NA,YES,ok
8,17,8,2017,111541,1,NA,45,vertical,simple,opposite,cruzada,?,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10719,5,5,586,31,193,1315,356,100,110,128,214,8,NA,58,NO,ok
8,17,8,2017,111542,1,NA,?,?,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10618,5,5,687,35,269,1315,503,98,206,227,332,13,NA,108,NO,ok
8,17,8,2017,111593,1.25,64,0,horizontal,even-pinnate,alternate,in between,r,r?,2741,10,2109,-10,1884,999,377,430,319,177,101,185,11549,1.5,3,700,152,297,1315,523,96,224,248,291,54,NA,129,YES,ok
8,17,8,2017,111592,1.25,NA,?,?,compound,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10550,1,1,913,343,252,1315,NA,NA,NA,NA,307,103,NA,NA,NO,ok
8,17,8,2017,111594,1,120,30,horizontal,simple,alternate,distic,r,???,2945,25,2602,-10,2052,999,285,325,241,107,180,127,10613,5,5,887,73,NA,1315,438,71,128,145,308,23,NA,68,YES,ok
8,17,8,2017,111602,1.25,NA,NA,without,compound,alternate,spiral,r?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11640,0.5,1,345,546,164,1315,894,111,820,1004,566,323,NA,604,NO,ok
8,16,8,2017,111773,1,NA,0,horizontal,simple,opposite,distic,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10631,5,5,827,13,227,1315,356,101,111,124,393,4,NA,62,NO,ok
8,16,8,2017,111755,1,3,NA,without,odd-pinnate,alternate,spiral,?,???,1836,10,1222,-10,1144,999,165,202,187,152,75,50,10749,0.5,1,587,364,124,1315,NA,NA,NA,NA,274,153,NA,NA,YES,ok
8,16,8,2017,111754,1,NA,NA,without,compound,alternate,spiral,r?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11212,2,2,1232,674,167,1315,NA,NA,NA,NA,380,226,NA,NA,NO,ok
8,16,8,2017,111763,1,16,45,vertical,odd-pinnate,alternate,spiral,r?,???,2816,10,2473,-10,2228,999,374,416,386,298,45,111,9254,1,1,284,55,153,1315,395,100,125,145,158,24,NA,67,no,ok
8,16,8,2017,111765,1,78,45,vertical,simple,opposite,distic,c?,???,3240,10,2384,-10,2268,999,201,277,259,215,74,196,9312,3,3,993,37,210,1315,555,102,281,288,366,11,NA,108,YES,ok
8,16,8,2017,111683,1,126,0,horizontal,simple,alternate,distic,r,???,1863,20,1163,-10,968,999,162,169,134,80,89,86,9148,5,5,581,38,234,1315,402,98,110,116,221,12,NA,53,YES,ok
8,16,8,2017,111680,1,810,45,logarithmic,simple,opposite,distic,r,???,1516,10,1345,-10,1263,999,229,237,198,129,170,169,11206,10,10,103,2,184,1315,589,98,251,315,47,1,NA,218,YES,ok
8,16,8,2017,120776,1,8,NA,without,simple,opposite,cruzada,?,???,2053,10,1847,-10,1543,999,231,236,231,216,79,48,10538,2,2,1711,264,252,1315,NA,NA,NA,NA,670,77,NA,NA,YES,ok
8,16,8,2017,112020,2,1728,0,horizontal,simple,opposite,distic,r,???,3972,10,3112,-10,2804,999,470,483,261,33,242,224,9322,5,5,363,9,226,1315,340,116,100,118,124,3,NA,61,YES,ok
8,16,8,2017,111710,3,NA,0;30,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11539,5,5,625,15,179,1315,492,97,216,244,308,6,NA,124,NO,ok
8,16,8,2017,111711,2,NA,?,?,simple,alternate,spiral,r?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9344,4,4,1351,125,230,1315,538,99,237,257,640,45,NA,92,NO,ok
8,16,8,2017,111774,1,702,45,down-arched,simple,opposite,distic,r,r,2573,10,2149,-10,2000,999,286,315,231,178,158,146,9230,10,10,240,5,248,1315,393,107,153,182,126,2,NA,110,YES,ok
8,16,8,2017,111775,1,NA,0,horizontal,geminate,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10541,2,2,729,74,185,1315,413,94,141,155,344,33,NA,89,NO,ok
8,16,8,2017,111776,1,196,0,horizontal,simple,alternate,distic,r,???,1847,10,1233,-10,1248,999,111,159,122,111,145,70,11533,10,10,236,11,136,1315,383,107,133,157,99,4,NA,84,Q,ok
8,16,8,2017,120339,1,12,NA,without,compound,alternate,spiral,r,???,1946,10,1542,-10,1443,999,280,300,275,248,104,118,11616,0.5,1,714,464,243,1315,NA,NA,NA,NA,398,245,NA,NA,YES,ok
8,16,8,2017,120340,1,4,NA,without,compound,alternate,spiral,?,???,2489,10,1671,-10,1477,999,289,327,308,295,119,146,11417,0.5,1,727,580,119,1315,NA,NA,NA,NA,347,226,NA,NA,YES,ok
8,16,8,2017,120344,1,136,0,horizontal,simple,alternate,spiral,r,r?,2924,10,2310,-10,2045,999,374,400,343,168,154,194,11546,5,5,982,73,131,1315,520,119,278,297,464,27,NA,157,YES,ok
8,16,8,2017,111411,1,8,NA,without,simple,alternate,spiral,r,???,2285,10,1359,-10,1196,999,183,221,192,162,112,83,11623,0.5,1,1258,888,248,1315,NA,NA,NA,NA,641,402,NA,NA,YES,ok
8,16,8,2017,120495,1,49,30,horizontal,simple,alternate,distic,r,???,2293,10,1845,-10,1262,999,196,204,172,133,112,162,11603,5,5,1608,72,205,1315,511,97,220,233,794,31,NA,113,Q,ok
8,16,8,2017,120494,1,24,60,vertical,odd-pinnate,alternate,spiral,r,???,2184,10,1737,-10,1630,999,290,326,273,110,73,135,10657,1,1,513,105,138,1315,613,87,292,305,285,54,NA,194,YES,ok
8,16,8,2017,120499,1,NA,45;60,vertical,simple,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9143,4,4,896,71,192,1315,443,91,171,181,365,24,NA,76,NO,ok
8,16,8,2017,111419,1.25,1024,30,horizontal,simple,opposite,distic,r,r?,2598,10,1817,-10,1651,999,188,218,122,15,224,197,11554,10,10,304,15,192,1315,494,107,248,286,100,4,NA,148,YES,ok
8,16,8,2017,111381,1.5,NA,0,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9300,5,5,571,47,162,1315,678,114,507,526,288,16,NA,294,NO,ok
