trip,dd,mm,yyyy,plantID,cii,tnlc,bang,btype,lblade,phylotax,phylotax2,growth-leaves,growth-branches,d10,d10h,dbh,dbhh,d1b,s1bh,sh,cmax,cmean,cmin,cd1,cd2,rhf,nl,np,lhm,phm,ef,rhs,td,tl,tv,thm,ldm,pdm,ttype,tdm,QC1,scan
6,26,7,2017,230381,2.5,67.5,NA,horizontal,simple,verticilada,spiral,?,r,2830,10,1937,-10,1375,999,108,161,101,49,73,69,3927,5,5,1148,74,274,1500,635,101,352,372,504,26,NA,153,YES,ok
6,26,7,2017,230379,1.5,115.5,45,vertical,simple,opposite,cruzada,?,r,2150,10,1827,-10,1179,999,123,180,118,76,132,49,3747,5,5,947,61,218,1500,473,96,218,244,311,14,NA,92,YES,ok
6,26,7,2017,230373,2,407,30,horizontal,simple,alternate,distic,r,?,3089,50,2803,-10,2398,999,372,402,288,97,179,179,3818,6,6,578,22,170,1500,640,109,387,421,231,9,NA,221,YES,ok
6,26,7,2017,230434,1,90,30,horizontal,simple,alternate,distic,r,???,2106,10,1405,-10,830,54,67,86,59,6,157,134,3946,5,5,1239,82,251,1500,695,116,540,542,601,27,NA,252,YES,ok
6,26,7,2017,230436,2,36,45,vertical,even-pinnate,alternate,in between,r,???,2077,60,1997,-10,1656,999,175,205,176,86,124,148,4001,2,2,1233,156,227,1500,602,107,367,337,410,52,NA,146,YES,ok
6,26,7,2017,230438,2,36,NA,horizontal,simple,verticilada;opposite,cruzada,r,???,1781,10,1588,-10,1122,999,124,161,144,128,178,87,3718,6,6,1245,74,206,1500,423,100,156,181,503,22,NA,93,YES,ok
6,26,7,2017,230441,2,NA,NA,???,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3343,0.5,1,1037,723,148,1500,NA,NA,NA,NA,391,269,NA,NA,NO,ok
6,26,7,2017,230429,1.5,627,NA,down-arched,simple,alternate,distic,r,???,1826,10,1405,-10,1021,40,134,155,86,2,111,125,3413,10,10,215,5,145,1500,397,96,123,152,102,0,NA,96,YES,ok
6,26,7,2017,230464,1.5,135,NA,vertical,simple,opposite,cruzada,r,???,2418,10,1962,-10,2005,999,337,379,339,318,170,76,3402,6,6,465,76,216,1500,503,103,226,259,206,21,NA,144,YES,ok
6,26,7,2017,230463,1.5,76.5,NA,horizontal,simple,alternate,distic,r,???,1790,50,1214,-10,684,999,91,118,59,-20,99,89,3917,5,5,1075,32,267,1500,482,104,236,258,375,12,NA,122,YES,ok
6,26,7,2017,230457,1,NA,NA,horizontal,simple,alternate,distic,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3420,5,5,270,11,153,1500,420,100,147,173,119,3,NA,101,NO,ok
6,26,7,2017,230456,1.5,NA,NA,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,12,12,520,14,170,1500,456,106,198,228,240,4,NA,127,NO,ok
6,26,7,2017,230451,1.5,NA,NA,without,compound,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4005,1,1,1485,487,184,1500,NA,NA,NA,NA,850,280,NA,NA,NO,ok
6,26,7,2017,230465,1.5,NA,NA,down-arched,simple,opposite,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3725,10,10,805,31,222,1500,431,101,183,209,403,12,NA,120,NO,ok
6,26,7,2017,230467,1.5,9,NA,without,simple,alternate,spiral,r,???,1584,10,1240,-10,1115,999,139,170,156,134,89,95,3752,2,2,1112,416,251,1500,NA,NA,NA,NA,469,106,NA,NA,YES,ok
6,26,7,2017,230275,1,264,NA,???,simple,alternate,distic,r,c,2380,10,1981,-10,1775,999,175,241,191,162,159,118,3313,9,9,535,12,144,1500,407,102,147,169,214,3,NA,75,YES,ok
6,26,7,2017,230283,1,63,NA,horizontal,simple,opposite,cruzada,???,???,1330,60,817,-10,525,999,79,109,75,-16,71,65,3728,5,5,1008,57,270,1500,418,111,156,170,267,14,NA,66,YES,ok
6,26,7,2017,230300,1,NA,NA,vertical,compound,alternate,spiral,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3320,4,4,578,65,128,1500,439,108,193,202,228,25,NA,110,NO,ok
6,26,7,2017,230295,1.5,NA,NA,both,simple,opposite,cruzada,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3243,5,5,519,33,130,1500,545,107,289,349,163,7,NA,199,NO,ok
6,26,7,2017,230338,2,20,NA,without,even-pinnate,alternate,spiral,???,???,2862,10,2632,-10,2240,999,362,421,360,212,164,171,3837,0.5,1,1262,1350,190,1500,NA,NA,NA,NA,690,699,NA,NA,YES,ok
6,26,7,2017,230399,2,50,NA,vertical,simple,alternate,distic,r,???,2387,20,2034,-10,1873,999,356,368,296,149,152,104,4010,4,4,968,52,204,1500,686,112,410,466,478,21,NA,243,YES,ok
6,26,7,2017,230400,1.5,77,NA,both,simple,alternate,spiral,r,???,1753,10,1357,-10,1411,999,81,138,121,66,125,60,3903,5,5,1227,96,258,1500,541,102,230,259,547,31,NA,146,YES,ok
6,26,7,2017,230397,1.5,14,NA,vertical,compound,alternate,spiral,r,???,1700,80,1462,-10,1341,999,221,260,236,62,90,53,3856,2,2,1572,267,197,1500,614,106,358,411,730,122,NA,249,YES,ok
6,26,7,2017,230394,1.5,100,NA,horizontal,simple,alternate,distic,r,???,2246,10,2122,-10,1682,999,179,199,157,125,164,242,3711,5,5,1040,33,197,1500,720,107,461,482,498,11,NA,226,YES,ok
6,26,7,2017,230391,1.5,48,NA,horizontal,simple,alternate,spiral,r,???,1381,10,1291,-10,743,999,130,163,111,56,112,98,3759,6,6,375,20,141,1500,NA,NA,NA,NA,203,10,NA,NA,YES,ok
6,26,7,2017,230389,1.5,67.5,NA,both,simple,opposite,cruzada,???,???,1323,10,1188,-10,964,999,160,190,159,112,110,111,3359,4,4,923,71,197,1500,111,208,178,210,370,20,NA,97,YES,ok
6,26,7,2017,230387,1.5,36,NA,both,simple,alternate,distic,r,???,2113,10,1778,-10,1599,999,300,310,290,243,83,52,3814,6,6,1430,78,285,1500,638,103,352,374,450,20,NA,178,?,ok
6,26,7,2017,230413,1,287.5,30,horizontal,simple,alternate,distic,?,???,1766,10,1567,-10,976,999,143,180,141,22,142,131,3338,5,5,351,4,166,1500,471,115,229,279,166,4,NA,174,YES,ok
6,26,7,2017,230412,1,19,NA,without,simple,alternate,spiral,r,???,3008,10,2184,-10,1878,999,276,315,283,239,126,149,3934,1,1,1675,173,199,1500,NA,NA,NA,NA,641,52,NA,NA,YES,ok
7,2,8,2017,220028,1,102,0;45,both,simple,opposite,distic,r,???,1273,10,1067,-10,1881,999,97,106,96,93,119,47,3346,3,3,74,0,144,1600,304,101,155,135,31,0,NA,57,YES,ok
7,2,8,2017,220020,1,600,30,horizontal,simple,alternate,distic,r,???,2223,10,1812,-10,1440,999,204,240,189,43,101,150,3342,7,7,250,9,164,1600,418,102,139,154,109,3,NA,82,YES,ok
7,2,8,2017,220072,1.5,30,60,horizontal,simple,opposite,in between,???,???,1792,10,1414,-10,898,999,107,137,104,14,111,112,3829,3,3,1850,94,248,1600,660,92,323,324,662,23,NA,127,YES,image 002 missing
7,2,8,2017,220023,1.5,NA,45,vertical,simple,opposite,in between,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3933,6,6,246,4,160,1600,523,109,245,261,89,0,NA,137,NO,ok
7,2,8,2017,220076,1.5,NA,0,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4242,5,5,784,22,184,1600,492,117,221,342,408,9,NA,123,NO,ok
7,2,8,2017,220133,1,504,30,down-arched,simple,opposite,distic,r,???,2363,10,2143,-10,1895,999,189,221,169,79,171,159,3922,5,5,234,9,226,1600,508,89,200,209,106,3,NA,113,YES,ok
7,2,8,2017,220138,1.5,NA,0,horizontal,simple,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4305,5,5,802,59,199,1600,458,75,156,152,400,18,NA,66,NO,ok
7,2,8,2017,220137,1.5,153,45,vertical,simple,alternate,distic,r,???,3115,10,2324,-10,2003,999,213,276,216,161,234,161,4225,5,5,2272,127,197,1600,557,83,224,246,1060,48,NA,103,YES,image 005 missing
7,2,8,2017,220079,1,80,45,vertical,simple,alternate,spiral,r,???,1704,10,1345,-10,1054,999,157,171,143,79,42,82,3853,5,5,552,39,171,1600,396,95,136,156,284,12,NA,89,YES,ok
7,2,8,2017,220082,1.5,484,30,horizontal,simple,opposite,in between,r,???,3506,10,3207,-10,3055,999,370,408,303,249,162,293,3349,5,5,1524,92,312,1600,727,107,449,473,428,22,NA,201,YES,ok
7,2,8,2017,220078,1.5,204,30;60,vertical,simple,opposite,in between,???,???,4179,10,3804,-10,3604,999,279,371,315,231,264,172,3848,5,5,1666,72,268,1600,656,106,449,440,590,17,NA,162,YES,ok
7,2,8,2017,210193,1.5,31,60,vertical,simple,alternate,spiral,r,???,2812,10,1980,-10,1629,999,116,223,175,159,80,143,4330,2,2,1835,180,180,1600,NA,NA,NA,NA,903,65,NA,NA,YES,ok
7,2,8,2017,220042,1,180,30,horizontal,simple,alternate,distic,r,???,2060,40,1638,-10,1357,999,150,162,101,6,121,113,3354,5,5,545,18,195,1600,712,100,425,442,246,7,NA,210,YES,ok
7,2,8,2017,220044,1,924,30;60,down-arched,simple,opposite,distic,r,???,1844,10,1475,-10,1052,999,89,144,75,17,170,136,3300,7,7,366,19,208,1600,345,92,113,129,126,5,NA,68,YES,ok
7,2,8,2017,220046,1,624,0;30,down-arched,simple,alternate,distic,r,???,2216,10,1717,-10,1456,999,208,248,138,29,173,127,3808,15,15,525,17,174,1600,487,83,163,172,258,5,NA,100,YES,ok
7,2,8,2017,220047,1.25,65,45,down-arched,simple,alternate,distic,r,???,1735,10,1016,-10,442,999,109,128,78,32,70,151,3949,5,5,486,20,171,1600,306,93,81,94,252,11,NA,61,YES,ok
7,2,8,2017,220048,1.25,NA,45,logarithmic,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3425,3,3,464,37,217,1600,271,92,59,69,219,14,NA,43,NO,ok
7,2,8,2017,220012,1,336,NA,???,simple,alternate,distic,r,???,3232,10,2490,-10,2189,999,339,358,266,143,200,199,3818,7,7,501,25,177,1600,635,97,310,333,222,10,NA,180,YES,ok
7,2,8,2017,220063,1,55,0,horizontal,simple,alternate,spiral,???,???,2732,10,2355,-10,2003,999,343,373,228,85,129,157,4315,5,5,1676,119,269,1600,625,101,352,364,675,35,NA,180,YES,ok
7,2,8,2017,220064,1,78,0,horizontal,simple,alternate,distic,r,???,1781,10,1601,-10,1249,999,185,220,169,104,116,116,3803,5,5,1201,66,208,1600,451,105,165,191,563,20,NA,101,YES,ok
7,2,8,2017,220058,1,210,0;30,horizontal,simple,alternate,in between,r,r?,2056,10,1641,-10,1400,999,233,276,179,-11,183,138,4123,5,5,223,11,132,1600,340,105,103,108,113,6,NA,63,YES,ok
7,2,8,2017,220038,1.5,NA,0,horizontal,odd-pinnate,alternate,in between,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3339,2,2,702,100,166,1600,521,100,226,226,307,36,NA,118,NO,ok
7,2,8,2017,220040,1,50,0;30,exponential,simple,alternate,spiral,r,r?,1614,10,1275,-10,965,999,158,166,147,85,83,62,3305,4,4,629,27,169,1600,438,103,160,184,271,11,NA,98,YES,ok
7,2,8,2017,220041,1,153,30,horizontal,simple,opposite,cruzada,r,r?,1772,10,1424,-10,1121,999,161,206,141,74,86,84,4134,4,4,531,13,226,1600,474,104,180,209,265,6,NA,124,YES,ok
7,2,8,2017,220177,1,210,0;30,horizontal,simple,alternate,distic,r,???,2071,10,2040,-10,1812,999,457,472,330,63,95,121,3708,5,5,465,17,182,1600,312,106,94,108,210,5,NA,58,YES,ok
7,2,8,2017,220176,1,14.5,45,vertical,odd-pinnate,alternate,spiral,r,???,2351,10,1870,-10,1275,999,161,196,145,47,99,109,3712,0.5,1,672,603,174,1600,601,115,353,365,383,263,NA,198,YES,ok
7,2,8,2017,220184,1.5,90,45,vertical,simple,alternate,spiral,r,r?,1827,10,1181,-10,1017,999,150,188,156,91,104,92,3726,5,5,375,29,239,1600,401,104,141,163,153,8,NA,90,YES,ok
7,2,8,2017,220174,1,28,0,exponential,simple,alternate,spiral,???,r?,2180,10,1624,-10,1440,999,363,376,354,287,112,71,3700,5,5,1221,135,148,1600,332,92,87,96,447,42,NA,39,YES,ok
7,2,8,2017,220170,1,64,0,down-arched,simple,alternate,distic,r,r?,1792,10,1225,-10,1006,999,182,200,164,81,171,177,3703,5,5,890,67,160,1600,479,109,197,218,397,25,NA,109,YES,ok
7,2,8,2017,220052,1,NA,0,horizontal,simple,alternate,distic,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4245,10,10,860,15,208,1600,477,103,251,301,387,5,NA,173,NO,ok
7,2,8,2017,220213,1.5,NA,NA,both,even-pinnate,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3312,1,2,339,164,110,1600,662,101,405,462,154,79,NA,265,NO,ok
7,2,8,2017,220200,1.5,NA,45,vertical,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4147,8,8,1694,118,269,1600,375,93,138,145,866,44,NA,86,NO,ok
7,2,8,2017,220193,1.5,120,30,horizontal,odd-pinnate,alternate,in between,r,???,2527,10,1930,-10,1834,999,251,283,179,40,101,112,4120,1,2,500,108,149,1600,413,100,143,147,250,45,NA,77,YES,ok
7,2,8,2017,220195,1.5,80,0,horizontal,simple,alternate,distic,r?,r,2525,50,2254,-10,1932,999,309,326,295,249,135,92,3449,5,5,453,22,123,1600,405,102,143,127,179,4,NA,48,YES,ok
7,2,8,2017,220196,1.5,112,45,vertical,simple,alternate,spiral,r,r,1857,10,1638,-10,1432,999,241,266,223,49,66,73,4205,6,6,839,45,340,1600,348,90,106,117,406,18,NA,65,YES,ok
7,2,8,2017,220178,1,1425,0,logarithmic,simple,alternate,distic,r,r?,2889,10,2305,-10,1923,999,238,251,196,71,210,150,3650,15,15,527,19,163,1600,570,93,251,267,265,7,NA,159,YES,ok
7,2,8,2017,220226,1,324,0;30,horizontal,simple,opposite,distic,c?,r?,1765,20,1595,-10,1456,999,196,212,151,88,187,103,3324,10,10,828,33,201,1600,572,101,234,270,440,16,NA,159,YES,ok
7,2,8,2017,220231,1,60,30;45;60,vertical,simple,alternate,distic,r,r?,1739,10,1205,-10,895,999,136,157,134,117,133,109,3735,5,5,480,16,168,1600,332,104,105,119,239,6,NA,56,YES,ok
7,2,8,2017,220218,1,NA,30;45;60;90,vertical,simple,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4323,5,5,872,63,207,1600,528,93,217,236,356,23,NA,140,NO,ok
7,2,8,2017,220220,1,NA,0;30,horizontal,simple,alternate,distic,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4139,5,5,644,19,191,1600,820,100,541,609,295,7,NA,335,NO,ok
7,2,8,2017,220214,1,NA,60,vertical,even-pinnate,alternate,spiral,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3404,3,3,790,48,154,1600,466,107,213,214,288,16,NA,118,NO,ok
7,2,8,2017,220212,1,NA,45,tilde,simple,alternate,spiral,r?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3335,10,10,596,19,141,1600,434,94,134,152,337,8,NA,98,NO,ok
7,2,8,2017,220164,1.25,132,45,vertical,odd-pinnate,alternate,spiral,r,???,2829,10,2628,-10,2422,999,413,504,384,203,180,227,3420,2,2,960,87,279,1600,386,92,114,131,399,32,NA,72,YES,ok
7,2,8,2017,220146,1.5,NA,?,?,simple,opposite,cruzada,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4230,5,5,1656,66,264,1600,NA,NA,NA,NA,783,23,NA,NA,NO,ok
7,2,8,2017,220405,1,NA,?,?,simple,alternate,spiral,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928,2,2,1642,178,223,1600,NA,NA,NA,NA,650,49,NA,NA,NO,ok
7,2,8,2017,220394,1,16,45,vertical,simple,opposite,cruzada,c?,???,1818,30,1712,-10,1070,999,147,157,144,126,116,91,3500,2,2,1034,41,245,1600,611,101,408,384,343,10,NA,131,YES,ok
7,2,8,2017,220393,1.5,132,60,down-arched,simple,alternate,distic,r,???,2234,10,1315,-10,1116,999,192,212,141,-46,183,125,3720,5,5,466,24,139,1600,330,89,72,85,226,8,NA,49,YES,ok
7,2,8,2017,220388,1.5,17,?,without,compound,alternate,spiral,r,???,1665,10,1243,-10,984,999,149,171,150,101,76,37,4200,2,2,648,329,227,1600,NA,NA,NA,NA,365,147,NA,NA,YES,ok
7,2,8,2017,220334,1.25,37.5,45,vertical,geminate-pinnate,alternate,spiral,r,???,1990,10,1481,-10,1359,999,227,268,159,98,231,251,4214,1,1,859,149,183,1600,356,105,123,137,415,67,NA,82,YES,ok
7,2,8,2017,220326,2,NA,0,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3414,6,6,670,27,197,1600,507,92,165,159,257,9,NA,60,NO,ok
7,2,8,2017,220323,2,17.5,45,vertical,simple,opposite,cruzada,r,???,1970,10,1312,-10,1137,999,119,157,145,134,63,80,3510,5,5,1418,94,202,1630,540,92,222,233,724,36,NA,98,YES,ok
7,2,8,2017,220321,1.5,NA,?,?,simple,alternate,spiral,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3748,3,3,1070,132,215,1600,718,106,470,497,402,35,NA,223,NO,ok
7,2,8,2017,210443,1.5,NA,0,horizontal,bipinnated,alternate,in between,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329,2,2,922,216,173,1630,570,118,287,327,448,92,NA,169,NO,ok
7,2,8,2017,220311,1,NA,30,horizontal,simple,alternate,distic,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4332,5,5,1052,41,360,1600,536,104,274,277,429,13,NA,139,NO,ok
7,2,8,2017,220342,1,160,30,horizontal,simple,alternate,distic,r,???,2700,10,1901,-10,1367,999,294,294,237,91,174,176,3440,7,7,675,37,189,1600,528,93,239,288,304,15,NA,193,YES,ok
7,2,8,2017,220344,1,425,30,horizontal,simple,alternate,distic,r,r,2285,10,1756,-10,1343,999,179,202,136,24,148,166,3318,8,8,333,13,238,1600,368,93,127,138,162,6,NA,81,YES,ok
7,2,8,2017,220335,1,85,30,horizontal,simple,alternate,distic,r,???,1997,10,1511,-10,898,999,106,123,69,-48,125,109,3835,3,3,972,41,240,1600,604,100,309,302,453,14,NA,120,YES,image 001 missing
7,2,8,2017,220332,1.5,NA,0;30,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312,5,5,1144,65,192,1600,579,103,220,251,552,24,NA,137,NO,ok
7,2,8,2017,220345,1,NA,45,vertical,simple,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3738,4,4,630,30,181,1600,432,102,176,195,329,13,NA,96,NO,image 003 missing
7,2,8,2017,220351,1.5,187,0,horizontal,simple,alternate,in between,?,???,3670,10,2741,-10,2327,999,138,172,127,102,170,147,4254,5,5,962,50,385,1600,643,87,292,290,365,16,NA,153,?,ok
7,2,8,2017,220382,1.5,NA,30,horizontal,simple,opposite,cruzada,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3914,10,10,742,42,161,1600,815,93,475,437,258,9,NA,172,NO,ok
7,2,8,2017,220386,1,NA,0,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3824,4,4,916,49,231,1600,485,107,226,241,381,17,NA,87,NO,ok
7,2,8,2017,220371,1,144,0;30,horizontal,simple,alternate,in between,?,???,1572,10,1332,-10,964,999,166,187,122,70,62,54,3941,9,9,703,33,188,1600,276,95,69,74,305,12,NA,31,YES,ok
7,2,8,2017,220372,1,30,30,horizontal,simple,alternate,spiral,?,???,2209,50,1862,-10,1625,999,156,238,160,88,116,153,3503,4,4,772,70,213,1600,671,89,353,386,355,22,NA,186,YES,ok
7,2,8,2017,220339,1,NA,?,?,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3456,8,8,496,6,186,1600,188,94,31,37,126,0,NA,20,NO,ok
7,2,8,2017,220340,1.5,140,0,horizontal,simple,alternate,distic,?,r,3984,10,3253,-10,2734,999,421,433,399,382,140,208,4305,5,5,1685,104,209,1630,NA,NA,NA,NA,708,26,NA,NA,YES,ok
7,2,8,2017,220291,1.5,NA,0;30,horizontal,simple,opposite,in between,c?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3857,10,10,352,12,206,1600,409,100,149,163,149,4,NA,92,NO,ok
7,2,8,2017,220288,1.5,126,30,horizontal,simple,alternate,spiral,r,???,2330,10,2049,-10,1820,999,371,406,380,287,124,129,3655,5,5,917,46,209,1600,465,87,156,170,426,18,NA,102,YES,ok
7,2,8,2017,220357,1,NA,45,vertical,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129,5,5,792,36,196,1600,457,101,167,191,316,10,NA,102,NO,ok
7,2,8,2017,220358,1,38,45,vertical,even-pinnate,alternate,spiral,r,???,2465,10,1963,-10,1677,999,209,248,193,93,138,137,3945,1,2,1048,261,271,1600,576,94,244,243,403,100,NA,131,YES,"ok, but image 3 had wrong id (202358)"
7,2,8,2017,220296,1.5,260,?,both,simple,alternate,spiral,?,???,2793,20,2500,-10,2099,999,280,348,259,204,159,160,3434,7,7,607,38,160,1600,788,106,575,667,324,15,NA,391,YES,ok
7,2,8,2017,220297,1.5,37.5,0;30,horizontal,odd-pinnate,alternate,spiral,r,???,3976,10,2991,-10,2746,999,406,457,303,173,185,85,3746,1,1,468,140,177,1600,1010,106,717,799,257,59,NA,406,YES,ok
7,2,8,2017,210505,1,270,45,vertical,simple,alternate,in between,r,???,1952,10,1156,-10,942,999,98,120,95,56,87,107,4127,10,10,254,6,146,1630,456,100,195,220,116,0,NA,118,YES,ok
7,2,8,2017,220299,1.5,910,0,horizontal,simple,alternate,distic,r,???,3508,10,2205,-10,1879,999,324,334,221,63,223,195,3906,11,11,403,12,190,1600,NA,NA,NA,NA,186,4,NA,NA,YES,ok
7,2,8,2017,220298,1,NA,0,exponential,simple,verticilada,cruzada,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4126,5,5,550,48,262,1600,435,100,163,174,260,16,NA,83,NO,ok
7,2,8,2017,220315,1,NA,45,down-arched,simple,opposite,distic,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3445,6,6,576,18,249,1600,448,93,160,172,180,5,NA,90,NO,ok
7,2,8,2017,220286,1.5,67.5,NA,horizontal,simple,alternate,distic,r,???,2000,30,1724,-10,1369,999,192,224,166,108,138,74,4235,5,5,1147,70,226,1600,577,104,317,346,512,24,NA,150,YES,ok
7,2,8,2017,220285,1.5,24,NA,without,compound,alternate,spiral,?,???,1734,20,1528,-10,1322,999,311,333,296,252,92,114,3729,1,1,565,182,159,1600,NA,NA,NA,NA,325,111,NA,NA,NO,ok
7,2,8,2017,220307,1.25,105,30,horizontal,simple,alternate,spiral,c?,r?,2374,10,1805,-10,1570,999,232,258,147,35,111,196,3837,5,5,2482,227,302,1600,748,91,414,450,1092,78,NA,259,YES,ok
7,2,8,2017,220306,1,NA,0,horizontal,compound,alternate,in between,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3815,1,1,507,78,212,1600,789,94,492,564,277,41,NA,375,NO,ok
7,2,8,2017,220304,1.5,NA,?,?,simple,opposite,cruzada,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3903,7,7,971,75,245,1600,853,102,462,543,470,34,NA,337,NO,ok
7,2,8,2017,220295,1,8,NA,without,even-pinnate,alternate,spiral,r,???,1545,95,1222,-10,1068,999,95,137,103,64,113,115,3716,0.5,1,512,489,164,1600,NA,NA,NA,NA,291,275,NA,NA,YES,ok
7,3,8,2017,220641,1,288,30,horizontal,simple,alternate,spiral,r,???,2438,10,1680,-10,1287,999,143,193,110,0,121,145,4034,6,6,738,54,149,1630,493,113,282,317,377,20,NA,182,?,ok
7,3,8,2017,220640,1,16,45;60,vertical,simple,alternate,spiral,?,???,1699,20,1287,-10,929,999,141,147,115,81,67,53,3335,3,3,1262,112,222,1630,504,89,222,211,564,37,NA,101,YES,ok
7,3,8,2017,220615,1,18,30,horizontal,simple,alternate,distic,r?,r,2157,10,1437,-10,1130,999,157,166,142,140,155,88,4446,3,3,2603,155,117,1630,767,113,502,461,1066,34,NA,201,YES,ok
7,3,8,2017,220635,1,78,60;90,vertical,bipinnated,alternate,in between,r,???,1803,30,1340,0,1302,999,17,83,61,-14,178,120,3225,2.5,5,398,87,175,1630,386,89,128,147,171,33,NA,80,NO,ok
7,3,8,2017,220694,1.5,126,0;30,horizontal,simple,alternate,distic,r,r,2480,10,1952,-10,1340,999,197,206,155,132,122,134,4105,5,5,663,48,239,1630,474,101,216,216,300,14,NA,106,Q,ok
7,3,8,2017,220695,1.5,90,45;60,vertical,odd-pinnate,alternate,spiral,r,???,2193,10,2115,-10,2014,999,396,421,348,240,173,116,3638,1,2,606,278,176,1630,NA,NA,NA,NA,342,134,NA,NA,YES,ok
7,3,8,2017,220696,1.5,NA,?,?,compound,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3630,0.5,1,629,500,144,1630,NA,NA,NA,NA,314,207,NA,NA,NO,ok
7,3,8,2017,220698,1,240,45;60,vertical,simple,alternate,distic,r,???,1994,20,1458,-10,1318,67,67,161,106,42,155,168,4048,10,10,580,22,217,1630,507,109,215,236,256,6,NA,125,?,ok
7,3,8,2017,220699,1.25,NA,?,down-arched,geminated,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4110,8,8,333,11,133,1630,503,86,203,249,155,4,NA,164,NO,ok
7,3,8,2017,220527,1,NA,?,?,simple,opposite,distic,r,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3852,10,10,293,8,253,1630,595,113,334,409,153,4,NA,248,NO,ok
7,3,8,2017,220526,1,7,NA,without,even-pinnate,alternate,spiral,?,???,1997,10,1423,-10,1216,999,181,205,170,119,137,111,4005,1,1,2731,772,178,1630,NA,NA,NA,NA,1289,349,NA,NA,YES,ok
7,3,8,2017,220620,1,NA,30;45,vertical,geminated,alternate,distic,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3830,3,3,360,48,140,1630,313,98,86,103,166,20,NA,54,NO,ok
7,3,8,2017,220521,1,19.5,0;30,horizontal,geminated,alternate,distic,?,???,NA,NA,NA,NA,NA,NA,138,152,125,77,86,108,3808,3,3,719,81,155,1630,468,93,201,241,287,31,NA,145,NO,ok
7,3,8,2017,220523,1.25,5,NA,without,compound,alternate,spiral,r?,???,2143,10,1573,-10,1269,999,221,234,216,197,73,97,3725,1,1,1432,331,165,1630,NA,NA,NA,NA,548,117,NA,NA,YES,ok
