"id","trip","mm","dd","dbh","tnlc","cii","nl","lblade","cd1","cd2","cpa","ldm","sp","dbh0","larea","aldm"
170160,10,10,7,1.318,15,1.125,3,"compound",60,36,1696.46003293849,2.42,"Trichilia micrantha",12,38.8644859219604,0.806666666666667
173649,10,10,4,1.385,7,1,1,"compound",50,70,2748.89357189107,2.99,"Trichilia micropetala",13,64.8185750720391,2.99
220523,7,8,3,1.573,5,1.25,1,"compound",73,97,5561.40439501733,5.48,"Trichilia pallida",15,131.241525079332,5.48
132290,8,8,23,1.657,11,1,0.5,"compound",79,60,3722.7872945039,3.76,"Trichilia pleeana",16,92.2073221166831,7.52
113271,9,9,15,1.1,5,1,1,"compound",79,58,3598.69438468711,5.48,"Trichilia rubra",11,117.819091444182,5.48
90692,8,8,20,2.047,20,1,0.5,"compound",141,129,14285.6071940362,3.23,"Trichilia schomburgkii",19,123.862178798488,6.46
111517,8,8,17,1.753,11,1,0.5,"compound",152,62,7401.59229185755,2.24,"Trichilia schomburgkii",18,77.1349423016298,4.48
111545,8,8,17,2.623,504,1,6,"simple",86,164,11077.2556965576,1.44,"Unonopsis duckei",23,42.6487377701147,0.24
113317,9,9,15,1.619,52,1,5,"simple",93,84,6135.53045246087,3.09,"Unonopsis duckei",17,86.7417727304581,0.618
220012,7,8,2,2.49,336,1,7,"simple",200,199,31258.8469032184,2.22,"Unonopsis duckei",21,47.8763745152463,0.317142857142857
230428,6,7,26,1.315,77,1,5,"simple",114,102,9132.60984398553,3.3,"Unonopsis duckei",10,86.5292420000758,0.66
230535,6,7,26,1.593,63,1,5,"simple",142,102,11375.7069986486,3.61,"Unonopsis stipitata",15,98.6790673829969,0.722
111655,8,8,17,1.968,190,1.5,5,"simple",177,149,20713.3057632809,1.54,"Vantanea micrantha",16,37.3024067626112,0.308
122785,9,9,15,1.454,65,1,5,"simple",127,173,17255.9830480053,5.92,"Virola calophylla",12,115.759610535003,1.184
80769,8,8,20,1.989,22,1.25,2,"simple",164,117,15070.2199592702,5.12,"Virola guggenheimii",15,463.888046458578,2.56
100715,8,8,17,1.79,46,1,5,"simple",98,102,7850.84004132089,2.39,"Virola guggenheimii",14,97.8080749134108,0.478
111404,8,8,16,1.665,12,1.5,1,"simple",127,134,13365.9059446978,2.04,"Virola guggenheimii",12,324.058203047841,2.04
220615,7,8,3,1.437,18,1,3,"simple",155,88,10712.8309487412,10.66,"Virola guggenheimii",12,722.544445961764,3.55333333333333
220195,7,8,2,2.254,80,1.5,5,"simple",135,92,9754.64518939631,1.79,"Virola michelii",22,59.0269984386329,0.358
240050,6,7,24,2.458,114,1,5,"simple",316,190,47155.3057303828,3.01,"Virola michelii",22,104.458542821161,0.602
90675,8,8,20,1.869,105,1,5,"simple",157,109,13440.5187702205,2.4,"Virola sebifera",18,63.9513144762634,0.48
230468,6,7,26,1.628,220,1.5,10,"simple",177,118,16403.8260407191,2.95,"Vismia sp.2.FITO",12,51.9917247205477,0.295
132581,8,8,22,2.583,37,1.25,2,"simple",130,166,16948.8923661169,6.13,"Vismia sp.A.PP",23,144.017321122825,3.065
133036,10,10,7,2.807,1161,1.75,12,"simple",321,202,50926.7877110173,1.5,"Xylopia benthamii",18,23.53087592695,0.125
122508,9,9,14,1.505,15,1.5,1,"bipinnate",244,183,35069.5987920229,3.72,"Zygia juruana",10,47.986001668147,3.72
220334,7,8,2,1.481,37.5,1.25,1,"geminate-pinnate",231,251,45538.1709119475,4.15,"Zygia juruana",14,89.1650510334814,4.15
230071,6,7,24,1.495,20,1,1,"geminate-pinnate",194,105,15998.560588406,4.08,"Zygia juruana",10,99.9131904711895,4.08
81241,8,8,20,2.588,204,1,1,"bipinnate",230,245,44257.1865074462,1.4,"Zygia racemosa",21,1.02035052466383,1.4
220635,7,8,3,1.34,78,1,2.5,"bipinnated",178,120,16776.1047701695,1.71,"Zygia racemosa",13,0.685053142760656,0.684
230422,6,7,26,1.209,140,1,3,"bipinnated",112,132,11611.3264476679,1.75,"Zygia racemosa",10,0.719340786267204,0.583333333333333
